loss,accuracy
0.7085959911346436,0.5025125741958618
0.6756048798561096,0.5979899764060974
0.6490365266799927,0.6834170818328857
0.6238887906074524,0.7587939500808716
0.5978608727455139,0.7939698696136475
0.5747661590576172,0.7939698696136475
0.5506118535995483,0.80402010679245
0.5276955366134644,0.8090452551841736
0.5061520934104919,0.8190954923629761
0.48385316133499146,0.8341708779335022
0.4641227126121521,0.839195966720581
0.44800257682800293,0.8442211151123047
0.4332432150840759,0.8442211151123047
0.41894954442977905,0.8442211151123047
0.40675491094589233,0.8592965006828308
0.41972509026527405,0.839195966720581
0.41064557433128357,0.839195966720581
0.40314212441444397,0.8341708779335022
0.39713969826698303,0.8291457295417786
0.38980111479759216,0.8291457295417786
0.3837297558784485,0.839195966720581
0.3786061406135559,0.8442211151123047
0.37337297201156616,0.8442211151123047
0.36844369769096375,0.8442211151123047
0.36377573013305664,0.8442211151123047
0.36026203632354736,0.8442211151123047
0.3559591770172119,0.8492462038993835
0.351785808801651,0.8442211151123047
0.3486115336418152,0.8442211151123047
0.3450484275817871,0.8492462038993835
0.348246306180954,0.8550000190734863
0.34529224038124084,0.8500000238418579
0.3431502878665924,0.8550000190734863
0.34025678038597107,0.8550000190734863
0.3379254937171936,0.8550000190734863
0.3353782296180725,0.8500000238418579
0.3325982987880707,0.8500000238418579
0.330036461353302,0.8550000190734863
0.3278099000453949,0.8550000190734863
0.32522720098495483,0.8600000143051147
0.32325106859207153,0.8650000095367432
0.32094258069992065,0.8650000095367432
0.318827748298645,0.8650000095367432
0.31661972403526306,0.8650000095367432
0.31482571363449097,0.8650000095367432
0.29253146052360535,0.875
0.2904963791370392,0.8849999904632568
0.2891063988208771,0.875
0.2864283621311188,0.8799999952316284
0.2843475043773651,0.8849999904632568
0.28227749466896057,0.8799999952316284
0.27989837527275085,0.8849999904632568
0.2775779664516449,0.8949999809265137
0.2759014070034027,0.8949999809265137
0.2729986906051636,0.8949999809265137
0.27239879965782166,0.8700000047683716
0.2696287930011749,0.875
0.26761531829833984,0.8899999856948853
0.2659624218940735,0.8899999856948853
0.26411688327789307,0.8899999856948853
0.28127121925354004,0.8799999952316284
0.27854108810424805,0.8799999952316284
0.27657103538513184,0.8799999952316284
0.2734738886356354,0.8799999952316284
0.2713170647621155,0.8799999952316284
0.26920533180236816,0.8799999952316284
0.2661029100418091,0.8799999952316284
0.2636866867542267,0.8849999904632568
0.2618633508682251,0.8849999904632568
0.25901520252227783,0.8849999904632568
0.2581437826156616,0.8799999952316284
0.2556377649307251,0.8799999952316284
0.2539164125919342,0.8799999952316284
0.2521621584892273,0.8849999904632568
0.25047940015792847,0.8849999904632568
0.2679172158241272,0.875
0.26554805040359497,0.8799999952316284
0.2641350030899048,0.8849999904632568
0.26178404688835144,0.8899999856948853
0.2601682245731354,0.8949999809265137
0.25822222232818604,0.8949999809265137
0.2562811076641083,0.8899999856948853
0.25410953164100647,0.8949999809265137
0.2527519762516022,0.8899999856948853
0.2505393326282501,0.8999999761581421
0.2503695785999298,0.8999999761581421
0.247749924659729,0.8949999809265137
0.24604547023773193,0.8949999809265137
0.24453796446323395,0.8999999761581421
0.24287071824073792,0.8999999761581421
0.23436205089092255,0.9100000262260437
0.23203079402446747,0.9100000262260437
0.2300226092338562,0.9100000262260437
0.22747474908828735,0.9100000262260437
0.22516754269599915,0.9100000262260437
0.2230176478624344,0.9100000262260437
0.22077281773090363,0.9150000214576721
0.21858128905296326,0.9150000214576721
0.21744289994239807,0.9100000262260437
0.2145182192325592,0.9200000166893005
0.2144712656736374,0.9200000166893005
0.21218420565128326,0.9200000166893005
0.20964397490024567,0.9150000214576721
0.2085435688495636,0.9100000262260437
0.2075120508670807,0.8999999761581421
0.20708221197128296,0.9100000262260437
0.20438475906848907,0.9150000214576721
0.2009301781654358,0.9200000166893005
0.1974875032901764,0.9200000166893005
0.1948709338903427,0.9200000166893005
0.1927364319562912,0.925000011920929
0.19025877118110657,0.9300000071525574
0.18814218044281006,0.925000011920929
0.18609441816806793,0.925000011920929
0.1841663122177124,0.9300000071525574
0.18311314284801483,0.9300000071525574
0.18146757781505585,0.9300000071525574
0.17938047647476196,0.9350000023841858
0.17860358953475952,0.9350000023841858
0.17777693271636963,0.9399999976158142
0.1960587352514267,0.925000011920929
0.19404268264770508,0.9200000166893005
0.1913159340620041,0.925000011920929
0.1886586993932724,0.925000011920929
0.18622389435768127,0.925000011920929
0.18494731187820435,0.925000011920929
0.18299749493598938,0.925000011920929
0.18089663982391357,0.9399999976158142
0.1792919784784317,0.9399999976158142
0.1776239424943924,0.9399999976158142
0.1764601469039917,0.9399999976158142
0.17531006038188934,0.9399999976158142
0.1728384643793106,0.9449999928474426
0.17177656292915344,0.949999988079071
0.171003520488739,0.9549999833106995
0.1906919628381729,0.925000011920929
0.18864187598228455,0.9300000071525574
0.186272531747818,0.9350000023841858
0.1843571811914444,0.9300000071525574
0.1822502464056015,0.9300000071525574
0.18163157999515533,0.9300000071525574
0.1797761768102646,0.9350000023841858
0.17788366973400116,0.9399999976158142
0.17662537097930908,0.9399999976158142
0.17564693093299866,0.9399999976158142
0.17448438704013824,0.9399999976158142
0.17322179675102234,0.9449999928474426
0.17122575640678406,0.9449999928474426
0.1701364368200302,0.949999988079071
0.16924680769443512,0.949999988079071
